Created-At,From-User-Id,Text,Id
2023-01-25,990940969,19.18 Wib Petugas Sat Lantas Polres Metro Depok (Iptu Suparman) Membantu Penyebrangan Masyarakat Di Jl.Kartini Depan Jl.Stasiun. @NTMCLantasPolri @TMCPoldaMetro https://t.co/20FongdoKF,1618222142218440704
2023-01-25,990940969,19.16 Wib Situasi Lalin Simp.RTM Jl.Komjen.Pol.M.Yassin Ramai Lancar. Petugas Sat Lantas Polres Metro Depok Pengaturan Lalin Upayakan Kelancaran. @NTMCLantasPolri @TMCPoldaMetro https://t.co/F1CuBgfIg9,1618221578445291521
2023-01-25,990940969,19.15 Wib Arus Lalin Jl.Alternatif Cibubur Depan Tugu Tunas Kelapa Ramai Lancar Arah Cileungsi Maupun Mauk Tol Jagorawi. Petugas Unit Lantas Polsek Cimanggis Polres Metro Depok Pengaturan Lalin Upayakan Kelancaran. @NTMCLantasPolri @TMCPoldaMetro https://t.co/mgFsEblRnV,1618221265017503746
2023-01-25,42387292,RT @TMCPoldaMetro: Lokasi titik kawasan Ganjil-Genap ( GAGE ) di Jakarta berlaku pada hari Senin s/d Jum'at. ( 06.00-10.00 WIB dan 16.00-21…,1618220020034842624
2023-01-25,702150147698855937,"#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: 'Adzan Maghrib telah berkumandang. Waktu Sholat Magrib untuk Wilayah DKI Jakarta & sekitarnya telah tiba. ' https://t.co/f5PIKqtE3W, see more https://t.co/oJIVLJEX4N",1618218252563275776
2023-01-25,990940969,18.56 Wib Situasi Lalin Simp.Pal Jl.Raya Bogor Ramai Lancar Arah Jakarta Maupun Simp.Cijago Dan Jl.Komjen.Pol.M.Yassin. Petugas Unit Lantas Polsek Cimanggis Polres Metro Depok Pengaturan Lalin Upayakan Kelancaran. @NTMCLantasPolri @TMCPoldaMetro https://t.co/D9Dzjy9oHF,1618216474208010241
2023-01-25,990940969,18.53 Wib Lalin Simp.Gong Si Bolong Jl.Raya Tanah baru Ramai Lancar Arah Jl.Raya sawangan Maupun Jl.Curug Agung Dan Jl.Bungur Demikian Juga Arah Jakarta. Petugas Unit Lantas Polsek Beji Polres Metro Depok Pengaturan Lalin Upayakan Kelancaran. @NTMCLantasPolri @TMCPoldaMetro https://t.co/rhogkJvTZW,1618215957603962881
2023-01-25,1531887505217269760,@hamloafsxc jangan percaya ini akun fake akun plasu nih wkwkwkw pak polisi nih ada akun palsu @TMCPoldaMetro,1618215883125723137
2023-01-25,121640063,"RT @infotolbsd: Info terkini pukul 18:23 WIb Ruas toll Serpong-PD.Aren lalulintas lancar, Dan untuk Exit KM 10 arah Pamulang/Ciater ada ant…",1618208514115244032
2023-01-25,1113646492831498241,RT @TMCPoldaMetro: Adzan Maghrib telah berkumandang. Waktu Sholat Magrib untuk Wilayah DKI Jakarta & sekitarnya telah tiba. https://t.co/nj…,1618208388525199362
2023-01-25,2925403554,"Info terkini pukul 18:23 WIb Ruas toll Serpong-PD.Aren lalulintas lancar, Dan untuk Exit KM 10 arah Pamulang/Ciater ada antrian kendaraan imbas volume lalin dan penyempitan, cuaca cerah.
@TMCPoldaMetro @RadioElshinta @NusantaraInfra https://t.co/P0NOVdJp56",1618208182157053952
2023-01-19,1133703409863778304,"RT @DatukPanduto_: @Kenzo39526996 Kelakuan sopir mobil2 plat RFX dkk makin urak2an di jalan merasa kayak BuzzeRp yg kebal hukum

@TMCPoldaM…",1616110614472192001
2023-01-19,2336295841,"@DatukPanduto_ @Kenzo39526996 @TMCPoldaMetro B 2xxx RFS , berarti plat orang sipil yg beli buat gaya gayaan. Wkwkw

Plat RF* di awali angka 1.
Cemiwiw",1616110118592221184
2023-01-19,1557019683370717186,"@oca_del @TMCPoldaMetro Sdm yg masih minus.
Kalo gak mau ikut peraturan,ya gak usah bawa motor.",1616110042260082690
2023-01-19,217352327,"RT @DatukPanduto_: @Kenzo39526996 Kelakuan sopir mobil2 plat RFX dkk makin urak2an di jalan merasa kayak BuzzeRp yg kebal hukum

@TMCPoldaM…",1616109908746960897
2023-01-19,255390610,"RT @1ydam: @TMCPoldaMetro Entah mau tegakkan aturan atau cuma jaga dan usir saja, percuma disiplin pemotor di Jabotabek mestinya dgn e-tle…",1616107593369542657
2023-01-19,255390610,@arofat2612 @TMCPoldaMetro makanya naek sepeda jangan naik motor maliihh..,1616107541947375617
2023-01-19,120512848,@TMCPoldaMetro Lalu ada sanksi nyata nya...? Toh kadang saya masih liat ada polantas yg membiarkan saja ada yg menerobos lampu merah.. mana wibawa dan ketegasannya..?,1616106863724199936
2023-01-19,337155030,"RT @Irwan2yah1: Tadi malam kejadian nya
Ada yg tau ini kenapa? 
Staysafe yaa semua ??

Kronologis kejadian dan kondisi korban menyusul

? k…",1616106626263703552
2023-01-19,1554412355932811265,"RT @TMCPoldaMetro: Lokasi Pelayanan STNK Keliling/Samling Kamis, 19 Januari 2023 sbb: https://t.co/2GMv6VZYzJ",1616105540312260609
2023-01-19,1601672382120603649,"@TMCPoldaMetro Mohon bantuan patroli di Jl. Ahmad Yani / lampu merah rawasari ( green pramuka ) mengarah sunter, ada balapan liar menjelang pagi. Terima kasih",1616105483764666370
2023-01-19,1243096022659686400,@TMCPoldaMetro Manusia2 gak ada otak ?,1616105361232269312
2023-01-19,1243096022659686400,RT @TMCPoldaMetro: 08.52 #Polri Dit Lantas PMJ memberikan teguran dan edukasi kepada pengendara motor yang melanggar masuk melalui jalur se…,1616105294718984192
2023-01-19,1577921461091565568,RT @RadioElshinta: 09.31: RT @TMCPoldaMetro : #Polri Dit Lantas PMJ memberikan teguran dan edukasi kepada pengendara motor yang melanggar m…,1616105118570807296
2023-01-19,702150147698855937,"#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '22.04 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 07+000 (Semanggi) terpantau lancar. ' https://t.co/q8vuuB34oG, see more https://t.co/oJIVLJEX4N",1616104217055207424
2023-01-19,1569716488524935168,"RT @Irwan2yah1: Tadi malam kejadian nya
Ada yg tau ini kenapa? 
Staysafe yaa semua ??

Kronologis kejadian dan kondisi korban menyusul

? k…",1616103960859017216
2023-01-19,1085993189968756736,@ary_mzr @D_Octavian_ @ndagels @TMCPoldaMetro @PTJASAMARGA Nitip sendal. Dibales g y wkwk,1616103785180585984
2023-01-19,70626905,"RT @DatukPanduto_: @Kenzo39526996 Kelakuan sopir mobil2 plat RFX dkk makin urak2an di jalan merasa kayak BuzzeRp yg kebal hukum

@TMCPoldaM…",1616103567567507456
